id,title,org_name,location,ncs,job_type,start_date,end_date,dday,status,detail_url
1,채용형 인턴 채용공고(주택관리공단 대전충남지사),주택관리공단(주),"대전,충남","건설,기계,전기.전자,환경.에너지.안전",청년인턴(채용형),2025.07.02,25.07.09,D-6,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287858
2,체험형 인턴 채용공고(주택관리공단 강원지사),주택관리공단(주),강원,경영.회계.사무,청년인턴(체험형),2025.07.02,25.07.17,D-14,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287857
3,체험형 인턴 채용공고(주택관리공단 강원지사),주택관리공단(주),강원,"건설,기계,전기.전자,환경.에너지.안전",청년인턴(체험형),2025.07.02,25.07.17,D-14,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287855
4,"체험형 인턴 채용공고(주택관리공단 본사, 장애인)",주택관리공단(주),경남,경영.회계.사무,청년인턴(체험형),2025.07.02,25.07.17,D-14,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287854
5,[태백지사] 청년(체험형)인턴 채용 공고,근로복지공단,강원,경영.회계.사무,청년인턴(체험형),2025.07.02,25.07.09,D-6,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287853
6,2025년 한국통계정보원 무기계약직(경력직 및 채용형 청년인턴) 통합채용 공고,(재)한국통계정보원,대전,"경영.회계.사무,정보통신",무기계약직 외 1,2025.07.02,25.07.15,D-12,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287837
7,2025년 공영홈쇼핑 체험형 청년인턴 채용 공고,(주)공영홈쇼핑,서울,"사업관리,경영.회계.사무,법률.경찰.소방.교도.국방,문화.예술.디자인.방송,영업판매,정보통신",청년인턴(체험형),2025.07.01,25.07.16,D-13,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287802
8,연구개발특구진흥재단 2025년 제2차 신규직원(체험형 청년인턴) 채용 공고,연구개발특구진흥재단,"대전,광주,전북",경영.회계.사무,청년인턴(체험형),2025.07.01,25.07.17,D-14,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287783
9,2025년 하반기 체험형 청년인턴(장애인 전형) 모집,대한무역투자진흥공사,"서울,인천,대전,대구,부산,광주,울산,경기,강원,충남,충북,경북,경남,전북",경영.회계.사무,청년인턴(체험형),2025.07.01,25.12.31,D-181,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287755
10,한국에너지공단 신입직원(채용형 인턴) 채용 공고,한국에너지공단,울산,"경영.회계.사무,법률.경찰.소방.교도.국방,건설,기계,전기.전자,정보통신,환경.에너지.안전",청년인턴(채용형),2025.07.01,25.07.17,D-14,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287728
11,2025년도 하반기 신용보증기금 체험형 청년인턴 채용,신용보증기금,"서울,인천,대전,대구,부산,광주,경기,충남,충북,경남,전남",금융.보험,청년인턴(체험형),2025.07.01,25.07.15,D-12,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287677
12,"[대구보훈병원] (긴급) 계약직[보건직,기능직,업무지원직,청년인턴(장애)] 공개채용",한국보훈복지의료공단,대구,보건.의료,비정규직 외 1,2025.06.30,25.07.10,D-7,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287794
13,2025년도 제3회 공개채용,한국기상산업기술원,"서울,대전,충북","사업관리,경영.회계.사무,환경.에너지.안전",무기계약직 외 2,2025.06.30,25.07.14,D-11,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287788
14,2025년 한국지식재산연구원 제2회 채용 공고,한국지식재산연구원,서울,"사업관리,경영.회계.사무,교육.자연.사회과학,법률.경찰.소방.교도.국방,연구",비정규직 외 1,2025.06.30,25.07.15,D-12,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287777
15,채용형 인턴 채용공고(주택관리공단 강원지사),주택관리공단(주),강원,"건설,기계,전기.전자,환경.에너지.안전",청년인턴(채용형),2025.06.30,25.07.07,D-4,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287759
16,채용형 인턴 채용공고(주택관리공단 인천지사),주택관리공단(주),울산,"건설,기계,전기.전자,환경.에너지.안전",청년인턴(채용형),2025.06.30,25.07.08,D-5,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287757
17,체험형 인턴 채용공고(주택관리공단 대구경북지사),주택관리공단(주),경북,"건설,기계,전기.전자,환경.에너지.안전",청년인턴(체험형),2025.06.30,25.07.14,D-11,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287708
18,"한국한의약진흥원 2025년도 제4차 정규직, 무기계약직, 계약직, 청년인턴 채용 공고",한국한의약진흥원,"서울,대구,경북","사업관리,보건.의료,전기.전자,정보통신,연구",무기계약직 외 3,2025.06.27,25.07.11,D-8,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287730
19,2025년 제1차 국립울진해양과학관 직원 채용 공고,국립해양과학관,경북,"사업관리,경영.회계.사무,교육.자연.사회과학,문화.예술.디자인.방송,환경.에너지.안전",비정규직 외 2,2025.06.27,25.07.11,D-8,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287729
20,2025년도 한국학중앙연구원 한국학대학원 청년인턴 공개채용 공고,한국학중앙연구원,경기,"사업관리,경영.회계.사무,교육.자연.사회과학",청년인턴(체험형),2025.06.27,25.07.11,D-8,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287725
21,[태백병원] 장애전형 청년(체험형)인턴 채용 공고,근로복지공단,강원,보건.의료,청년인턴(체험형),2025.06.27,25.07.04,D-1,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287711
22,채용형 인턴 채용공고(주택관리공단 대구경북지사),주택관리공단(주),"대구,경북","건설,기계,전기.전자,환경.에너지.안전",청년인턴(채용형),2025.06.27,25.07.04,D-1,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287707
23,2025년도 제2차 체험형 청년인턴 선발,한국수력원자력(주),"서울,대전,부산,울산,경기,강원,경북,경남,전남,전북","경영.회계.사무,건설,기계,화학,전기.전자,정보통신,환경.에너지.안전",청년인턴(체험형),2025.06.27,25.07.14,D-11,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287672
24,2025년도 한국법제연구원 청년인턴 채용 공고,한국법제연구원,세종,"경영.회계.사무,교육.자연.사회과학",청년인턴(체험형),2025.06.26,25.07.11,D-8,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287699
25,2025년 제3차 한국발명진흥회 체험형 인턴 채용(KOICA-YP),한국발명진흥회,서울,"사업관리,경영.회계.사무",청년인턴(체험형),2025.06.26,25.07.10,D-7,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287678
26,제주대학교병원 체험형 청년인턴(사무보조) 모집공고,제주대학교병원,제주,보건.의료,청년인턴(체험형),2025.06.26,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287676
27,체험형 인턴 채용공고(주택관리공단 서울지사),주택관리공단(주),서울,"건설,기계,전기.전자,환경.에너지.안전",청년인턴(체험형),2025.06.26,25.07.03,D+0,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287666
28,2025년도 안전보건공단 신규직원(신입직_채용형 인턴 6급) 채용 공고,한국산업안전보건공단,"서울,인천,대전,대구,부산,광주,울산,경기,강원,충남,충북,경북,경남,전남,전북,제주","사업관리,경영.회계.사무,환경.에너지.안전",청년인턴(채용형),2025.06.26,25.07.11,D-8,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287659
29,2025년도 안전보건공단 신규직원(신입직_채용형 인턴 5급) 채용 공고,한국산업안전보건공단,"서울,인천,대전,대구,부산,광주,울산,경기,강원,충남,충북,경북,경남,전남,전북,제주","사업관리,경영.회계.사무,환경.에너지.안전",청년인턴(채용형),2025.06.26,25.07.11,D-8,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287657
30,국토연구원 2025년 하반기 KOICA 영프로페셔널(YP인턴) 공개채용,국토연구원,세종,"사업관리,경영.회계.사무",청년인턴(체험형),2025.06.25,25.07.09,D-6,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287642
31,국토연구원 2025년 제5차 청년인턴 공개채용(일반경쟁),국토연구원,세종,경영.회계.사무,청년인턴(체험형),2025.06.25,25.07.09,D-6,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287633
32,2025년 제5차 체험형인턴 및 제7차 계약직직원 채용 공고,한국식품안전관리인증원,"서울,대전,대구,부산,광주,경기,강원,충북,제주","사업관리,경영.회계.사무,교육.자연.사회과학,보건.의료,식품가공",비정규직 외 1,2025.06.25,25.07.03,D+0,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287632
33,[대전병원] 장애전형 청년(체험형)인턴 채용 공고,근로복지공단,대전,보건.의료,청년인턴(체험형),2025.06.25,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287630
34,2025년도 하반기 대한적십자사 <코이카 영프로페셔널(YP)> 청년인턴 채용공고,대한적십자사,서울,"사업관리,경영.회계.사무",청년인턴(체험형),2025.06.25,25.07.10,D-7,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287628
35,채용형 인턴 채용공고(주택관리공단 부산울산지사),주택관리공단(주),울산,"건설,기계,전기.전자,환경.에너지.안전",청년인턴(채용형),2025.06.25,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287619
36,[KDI국제정책대학원] 2025년 하반기 KOICA ODA YP인턴 채용,KDI국제정책대학원,세종,"사업관리,경영.회계.사무,교육.자연.사회과학",청년인턴(체험형),2025.06.25,25.07.09,D-6,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287498
37,축산환경관리원 2025년 제3회 직원(채용형 인턴) 채용 공고,(재)축산환경관리원,세종,"사업관리,경영.회계.사무,교육.자연.사회과학,화학,환경.에너지.안전",청년인턴(채용형),2025.06.24,25.07.09,D-6,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287600
38,채용형 인턴 채용공고(주택관리공단 경기남부지사),주택관리공단(주),경기,"건설,기계,전기.전자,환경.에너지.안전",청년인턴(채용형),2025.06.24,25.07.01,D+2,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287591
39,㈜강원랜드 2025년 상반기 신입직 채용 공고,(주)강원랜드,강원,"보건.의료,이용.숙박.여행.오락.스포츠,음식서비스,정보통신,식품가공,환경.에너지.안전",청년인턴(채용형),2025.06.24,25.07.09,D-6,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287586
40,"2025년 한국폴리텍대학 항공캠퍼스 청년인턴(장애, 일반) 3차 채용 공고",학교법인한국폴리텍,경남,경영.회계.사무,청년인턴(체험형),2025.06.24,25.07.01,D+2,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287569
41,[창원병원] 청년(체험형)인턴 채용 공고,근로복지공단,경남,보건.의료,청년인턴(체험형),2025.06.24,25.07.01,D+2,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287567
42,채용형 인턴 채용공고(주택관리공단 강원지사),주택관리공단(주),강원,경영.회계.사무,청년인턴(채용형),2025.06.24,25.07.01,D+2,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287561
43,채용형 인턴 채용공고(주택관리공단 인천지사),주택관리공단(주),인천,경영.회계.사무,청년인턴(채용형),2025.06.24,25.07.04,D-1,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287560
44,한국폴리텍대학 화성캠퍼스 청년인턴(장애인 제한경쟁) 공개채용 재공고,학교법인한국폴리텍,경기,경영.회계.사무,청년인턴(체험형),2025.06.23,25.07.01,D+2,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287504
45,[에너지경제연구원] 공공기관 청년인턴(장애인제한경쟁) 채용 재공고(에너지산업연구본부),에너지경제연구원,울산,경영.회계.사무,청년인턴(체험형),2025.06.23,25.07.03,D+0,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287496
46,체험형 인턴 채용공고(주택관리공단 광주전남지사),주택관리공단(주),광주,"건설,기계,전기.전자,환경.에너지.안전",청년인턴(체험형),2025.06.23,25.07.08,D-5,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287495
47,"2025년 상반기 제2차 한국어촌어항공단 직원 공개채용(일반직, 공무직, 기간제계약직, 체험형청년인턴)",한국어촌어항공단,"서울,인천,강원,충남,경남,전남","사업관리,경영.회계.사무,운전.운송,건설,농림어업",무기계약직 외 3,2025.06.23,25.07.07,D-4,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287494
48,[한국장애인고용공단 대전지역본부] 2025년 특정업무직(직업훈련상담사) 대체근로자(체험형 청년인턴) 채용 공고,한국장애인고용공단,대전,"경영.회계.사무,사회복지.종교",청년인턴(체험형),2025.06.23,25.06.30,D+3,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287486
49,2025년도 한국임업진흥원 제1차 인재채용(체험형인턴) 공고,한국임업진흥원,"서울,대전,경북","경영.회계.사무,인쇄.목재.가구.공예,농림어업",청년인턴(체험형),2025.06.23,25.07.08,D-5,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287457
50,2025년 제1차 한국잡월드 채용형 청년인턴 채용 공고,한국잡월드,경기,"사업관리,경영.회계.사무,문화.예술.디자인.방송,정보통신",청년인턴(채용형),2025.06.23,25.07.08,D-5,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287420
51,[광주보훈병원] 2025년 하반기 체험형 청년인턴(장애인) 공개채용,한국보훈복지의료공단,광주,"경영.회계.사무,보건.의료",청년인턴(체험형),2025.06.19,25.06.29,D+4,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287425
52,[광주보훈병원] 2025년 하반기 체험형 청년인턴(방사선사) 공개채용,한국보훈복지의료공단,광주,보건.의료,청년인턴(체험형),2025.06.19,25.06.29,D+4,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287424
53,2025년 한국도로공사 신입(인턴)사원 인재영입 공고,한국도로공사,"인천,대전,대구,광주,울산,경기,강원,충남,충북,경북,경남,전남,전북","경영.회계.사무,건설,기계,전기.전자,정보통신",청년인턴(채용형),2025.06.19,25.07.03,D+0,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287422
54,한국환경연구원 2025년 하반기 KOICA 영프로페셔널(YP인턴) 공개채용,한국환경연구원,세종,"사업관리,환경.에너지.안전",청년인턴(체험형),2025.06.19,25.07.09,D-6,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287417
55,2025년 제2차 한국소방산업기술원 체험형 청년인턴 채용 공고,한국소방산업기술원,"경기,충북","경영.회계.사무,기계,화학,섬유.의복,전기.전자,환경.에너지.안전",청년인턴(체험형),2025.06.19,25.07.03,D+0,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287415
56,한국보건사회연구원 행정인턴(장애인 제한경쟁) 채용(2차),한국보건사회연구원,세종,경영.회계.사무,청년인턴(체험형),2025.06.19,25.07.03,D+0,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287402
57,채용형 인턴 채용공고(주택관리공단 경기북부지사),주택관리공단(주),경기,경영.회계.사무,청년인턴(채용형),2025.06.19,25.06.26,D+7,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287401
58,[한국환경연구원] 2025년 제10차 인턴직 채용공고,한국환경연구원,세종,경영.회계.사무,청년인턴(체험형),2025.06.18,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287364
59,[순천병원] 청년(체험형)인턴 채용 공고,근로복지공단,전남,보건.의료,청년인턴(체험형),2025.06.18,25.06.25,D+8,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287339
60,2025년 6월 전남대학교병원 청년인턴 채용 공고,전남대학교병원,광주,보건.의료,청년인턴(체험형),2025.06.17,25.07.01,D+2,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287297
61,2025년 제3차 한국교통안전공단 자동차안전연구원 건설기계인증처 기간제근로자 채용공고,한국교통안전공단,경기,경영.회계.사무,청년인턴(체험형),2025.06.17,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287291
62,2025년 제3차 한국교통안전공단 서울본부 기간제근로자 채용공고,한국교통안전공단,서울,"경영.회계.사무,기계,전기.전자",비정규직 외 1,2025.06.17,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287288
63,한국문화예술교육진흥원 직원 채용 공고(25-4차),한국문화예술교육진흥원,서울,"사업관리,경영.회계.사무,교육.자연.사회과학,문화.예술.디자인.방송",무기계약직 외 3,2025.06.17,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287287
64,2025년 제3차 한국교통안전공단 경기북부본부 기간제근로자 채용공고,한국교통안전공단,경기,"경영.회계.사무,경비.청소,기계",비정규직 외 1,2025.06.17,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287282
65,2025년 한국교통안전공단 상주교통안전체험교육센터 기간제근로자(청년인턴) 채용 공고(통합 3차),한국교통안전공단,경북,경영.회계.사무,청년인턴(체험형),2025.06.17,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287277
66,2025년 제3차 한국발명진흥회 공무직 채용 공고,한국발명진흥회,전북,"사업관리,경영.회계.사무",무기계약직 외 1,2025.06.17,25.07.01,D+2,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287272
67,채용형 인턴 채용공고(주택관리공단 대구경북지사),주택관리공단(주),"대구,경북","건설,기계,전기.전자,환경.에너지.안전",청년인턴(채용형),2025.06.17,25.06.24,D+9,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287264
68,채용형 인턴 채용공고(주택관리공단 대구경북지사),주택관리공단(주),"대구,경북","건설,기계,전기.전자,환경.에너지.안전",청년인턴(채용형),2025.06.17,25.06.24,D+9,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287263
69,채용형 인턴 채용공고(주택관리공단 강원지사),주택관리공단(주),강원,경영.회계.사무,청년인턴(채용형),2025.06.17,25.06.24,D+9,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287262
70,한국교통안전공단 부산본부 기간제근로자(청년인턴) 채용 공고,한국교통안전공단,부산,경영.회계.사무,청년인턴(체험형),2025.06.17,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287261
71,한국교통안전공단 특수검사처 기간제근로자 채용 공고(2025년 제3차 통합),한국교통안전공단,경북,경영.회계.사무,청년인턴(체험형),2025.06.17,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287255
72,"한국교통안전공단 김천드론자격센터 기간제근로자(청년인턴, 위촉연구원) 채용 공고(통합3차)",한국교통안전공단,경북,운전.운송,비정규직 외 1,2025.06.17,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287253
73,2025년 제2차 장애인 체험형 인턴 채용공고 [경기본부],한국전력공사,경기,경영.회계.사무,청년인턴(체험형),2025.06.17,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287248
74,한국교통안전공단 자동차안전연구원 자동차안전하자심의위원회 사무국 기간제근로자 채용 공고(2025년 제3차 통합채용),한국교통안전공단,경기,경영.회계.사무,청년인턴(체험형),2025.06.17,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287243
75,2025년 제3차 한국교통안전공단 인천본부 기간제근로자 채용공고(통합 3차),한국교통안전공단,"인천,경기","경영.회계.사무,기계",청년인턴(체험형),2025.06.17,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287240
76,2025년 제3차 한국교통안전공단 검사운영처 기간제근로자 채용 공고,한국교통안전공단,경북,경영.회계.사무,청년인턴(체험형),2025.06.17,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287239
77,한국교통안전공단 광주전남본부 2025년 제3차 기간제근로자 채용(통합),한국교통안전공단,"광주,전남","경영.회계.사무,기계",청년인턴(체험형),2025.06.17,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287238
78,한국교통안전공단 경남본부 3차 기간제근로차 통합채용 공고,한국교통안전공단,경남,경영.회계.사무,비정규직 외 1,2025.06.17,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287237
79,한국교통안전공단 강원본부 기간제근로자 채용 공고(2025년 제3차 통합),한국교통안전공단,강원,경영.회계.사무,청년인턴(체험형),2025.06.17,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287232
80,2025년 하반기 주택도시보증공사 체험형 청년인턴 채용공고,주택도시보증공사,"서울,인천,대전,부산,광주,경기,충북","경영.회계.사무,금융.보험",청년인턴(체험형),2025.06.17,25.07.01,D+2,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287230
81,한국교통안전공단 전북본부 3차 기간제근로차 통합채용 공고,한국교통안전공단,전북,"경영.회계.사무,경비.청소,기계",비정규직 외 1,2025.06.17,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287225
82,한국교통안전공단 경기남부본부 2025년 제3차 기간제근로차 통합채용 공고,한국교통안전공단,경기,"경영.회계.사무,기계",비정규직 외 1,2025.06.17,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287204
83,한국교통안전공단 자동차안전연구원 자율주행본부 2025년 제3차 기간제근로자 채용,한국교통안전공단,경기,"경영.회계.사무,기계",청년인턴(체험형),2025.06.17,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287198
84,2025년 제3차 한국교통안전공단 대구경북본부 기간제근로자 채용공고,한국교통안전공단,경북,기계,비정규직 외 1,2025.06.17,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287174
85,한국교통안전공단 화성드론자격센터 기간제근로자(청년인턴_사무) 채용 공고(2025년 통합3차),한국교통안전공단,경기,경영.회계.사무,청년인턴(체험형),2025.06.17,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287169
86,한국교통안전공단 모빌리티교통안전본부 기간제근로자 채용 공고(2025년 제3차 통합채용),한국교통안전공단,경북,"경영.회계.사무,운전.운송",비정규직 외 1,2025.06.17,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287159
87,한국교통안전공단 제주본부 기간제근로자 채용 공고(2025년 제3차 통합),한국교통안전공단,제주,"경영.회계.사무,경비.청소",비정규직 외 1,2025.06.17,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287157
88,2025년 3기 체험형 청년인턴 모집,대한무역투자진흥공사,"서울,인천,대전,대구,부산,광주,울산,경기,강원,충남,충북,경북,경남,전북",경영.회계.사무,청년인턴(체험형),2025.06.17,25.07.01,D+2,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287155
89,한국교통안전공단 대전세종충남본부 2025년 제3차 기간제 근로자 채용(통합3차),한국교통안전공단,"대전,충남,세종","경비.청소,기계",비정규직 외 1,2025.06.17,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287152
90,한국교통안전공단 자동차안전연구원 자율주행자동차사고조사위원회사무국 청년인턴 채용 공고(통합 3차),한국교통안전공단,경기,경영.회계.사무,청년인턴(체험형),2025.06.17,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287150
91,한국교통안전공단 울산본부 2025년 제3차 기간제 근로자 채용(통합3차),한국교통안전공단,울산,기계,청년인턴(체험형),2025.06.17,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287136
92,한국폴리텍대학 반도체융합캠퍼스 청년인턴(비정규직_제한_장애인) 채용 공고,학교법인한국폴리텍,경기,경영.회계.사무,청년인턴(체험형),2025.06.16,25.06.23,D+10,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287226
93,(수정) [에너지경제연구원] 공공기관 청년인턴(장애인제한경쟁) 채용 공고(연구기획조정본부),에너지경제연구원,울산,경영.회계.사무,청년인턴(체험형),2025.06.16,25.07.01,D+2,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287338
94,[한국장애인고용공단 대전직업능력개발원] 안전관리자 대체근로자(체험형 청년인턴) 채용공고,한국장애인고용공단,대전,환경.에너지.안전,청년인턴(체험형),2025.06.16,25.06.23,D+10,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287212
95,[정선병원] 청년(체험형)인턴 채용 공고,근로복지공단,강원,보건.의료,청년인턴(체험형),2025.06.16,25.06.26,D+7,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287208
96,[정선병원] 장애전형 청년(체험형)인턴 채용 공고,근로복지공단,강원,보건.의료,청년인턴(체험형),2025.06.16,25.06.26,D+7,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287206
97,한국교통안전공단 자동차안전연구원 결함조사본부 기간제근로자 채용 공고(2025-3),한국교통안전공단,경기,경영.회계.사무,비정규직 외 1,2025.06.16,25.07.02,D-Day,진행중,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287184
98,"한국해양조사협회 2025년 제2차 직원 공개 채용 공고(체험형 청년인턴_일반, 장애, 보훈)",한국해양조사협회,서울,경영.회계.사무,청년인턴(체험형),2025.06.16,25.07.01,D+2,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287182
99,채용형 인턴 채용공고(주택관리공단 대전충남지사),주택관리공단(주),"대전,충남",경영.회계.사무,청년인턴(채용형),2025.06.16,25.06.23,D+10,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287165
100,채용형 인턴 채용공고(주택관리공단 경남지사),주택관리공단(주),경남,"건설,기계,전기.전자,환경.에너지.안전",청년인턴(채용형),2025.06.16,25.06.24,D+9,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287163
