id,title,org_name,location,ncs,job_type,start_date,end_date,dday,status,detail_url
206,2025년 한국폴리텍대학 영주캠퍼스 체험형 청년인턴(장애인 제한경쟁) 채용,학교법인한국폴리텍,경북,경영.회계.사무,청년인턴(체험형),2025.05.19,25.05.30,D+34,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=286104
207,2025년 하반기 사회형평 체험형 인턴(자립준비청년) 채용공고,한국수자원공사,"대전,대구,광주,경기,전북","사업관리,경영.회계.사무,법률.경찰.소방.교도.국방,건설,기계,화학,전기.전자,정보통신,환경.에너지.안전",청년인턴(체험형),2025.05.19,25.06.02,D+31,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=286082
208,2025년 하반기 체험형 인턴 채용공고,한국수자원공사,"인천,대전,대구,부산,광주,울산,경기,강원,충남,충북,경북,경남,전남,전북,제주","사업관리,경영.회계.사무,법률.경찰.소방.교도.국방,건설,기계,화학,전기.전자,정보통신,환경.에너지.안전",청년인턴(체험형),2025.05.19,25.06.02,D+31,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=286081
209,대한법률구조공단 남양주출장소 청년인턴 공개경쟁 채용시험 공고,대한법률구조공단,경기,"경영.회계.사무,법률.경찰.소방.교도.국방",청년인턴(체험형),2025.05.19,25.06.03,D+30,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=286062
210,2025년도 제2차 장애인 체험형 인턴 채용공고[부산울산본부],한국전력공사,"부산,울산,경남",경영.회계.사무,청년인턴(체험형),2025.05.19,25.06.02,D+31,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=286059
211,채용형 인턴 채용공고(주택관리공단 부산울산지사),주택관리공단(주),부산,"건설,기계,전기.전자,환경.에너지.안전",청년인턴(채용형),2025.05.19,25.06.03,D+30,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=286054
212,채용형 인턴 채용공고(주택관리공단 충북지사),주택관리공단(주),충북,경영.회계.사무,청년인턴(채용형),2025.05.19,25.05.27,D+37,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=286053
213,"[대전보훈병원] 정규직 및 계약직 직원 공개채용 (약사, 업무지원직(고객지원), 기능직(시설), 청년인턴(일반, 장애인))",한국보훈복지의료공단,대전,보건.의료,비정규직 외 2,2025.05.19,25.06.02,D+31,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=286035
214,국립낙동강생물자원관 2025년 제2차 기간제근로자(청년인턴 등) 채용 공고,국립낙동강생물자원관,경북,"경비.청소,건설,연구",비정규직 외 1,2025.05.19,25.06.02,D+31,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=286021
215,제2025-2차 직원 및 청년인턴 채용 공고(채용공고 제2025-02호),국가생명윤리정책원,서울,"사업관리,경영.회계.사무,교육.자연.사회과학,보건.의료,정보통신,연구",비정규직 외 2,2025.05.19,25.06.03,D+30,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=286019
216,한국폴리텍대학 인재원 청년인턴(일반) 채용 재공고(2차),학교법인한국폴리텍,전북,경영.회계.사무,청년인턴(체험형),2025.05.17,25.05.22,D+42,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=286013
217,한국저작권보호원 2025년 상반기 직원 채용 공고,한국저작권보호원,"서울,대구,부산,광주,세종","경영.회계.사무,문화.예술.디자인.방송,정보통신",청년인턴(채용형),2025.05.16,25.06.02,D+31,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=286034
218,"2025년 제1차 한국관광공사 체험형 청년인턴(일반, 장애인) 채용 공고",한국관광공사,"서울,강원,제주",경영.회계.사무,청년인턴(체험형),2025.05.16,25.06.02,D+31,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=286029
219,(수정) 2025년 제5차 청년인턴 채용공고,산업연구원,세종,경영.회계.사무,청년인턴(체험형),2025.05.16,25.05.30,D+34,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287507
220,대한법률구조공단 제주지부 청년인턴 공개경쟁 채용시험 공고,대한법률구조공단,제주,"경영.회계.사무,법률.경찰.소방.교도.국방",청년인턴(체험형),2025.05.16,25.05.31,D+33,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=286010
221,대한법률구조공단 목포출장소 청년인턴 공개경쟁 채용시험 공고,대한법률구조공단,전남,"경영.회계.사무,법률.경찰.소방.교도.국방",청년인턴(체험형),2025.05.16,25.06.01,D+32,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=286008
222,(수정) 2025년 1차 건설기술교육원 체험형 청년인턴 채용공고,재단법인 건설기술교육원,"서울,인천","경영.회계.사무,교육.자연.사회과학",청년인턴(체험형),2025.05.16,25.05.30,D+34,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287004
223,[에너지경제연구원] 공공기관 청년인턴(장애인제한경쟁) 채용 재공고(에너지산업연구본부),에너지경제연구원,울산,경영.회계.사무,청년인턴(체험형),2025.05.15,25.05.26,D+38,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285993
224,[한국환경연구원] 2025년 제7차 인턴직 채용공고,한국환경연구원,세종,경영.회계.사무,청년인턴(체험형),2025.05.15,25.05.30,D+34,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285984
225,[동해병원] 장애전형 청년(체험형)인턴 채용 공고,근로복지공단,강원,보건.의료,청년인턴(체험형),2025.05.15,25.05.22,D+42,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285971
226,(수정) [동해병원] 청년(체험형)인턴 채용 공고,근로복지공단,강원,보건.의료,청년인턴(체험형),2025.05.15,25.05.22,D+42,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287096
227,채용형 인턴 채용공고(주택관리공단 강원지사),주택관리공단(주),강원,경영.회계.사무,청년인턴(채용형),2025.05.15,25.05.22,D+42,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285953
228,2025년 현장 실무형 청년인턴 채용 공고,(주)한국가스기술공사,"서울,인천,대전,대구,부산,광주,울산,경기,강원,충남,충북,경북,경남,전남,전북,제주,세종","건설,기계,전기.전자,환경.에너지.안전",청년인턴(체험형),2025.05.15,25.05.29,D+35,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285921
229,"한국폴리텍대학 항공캠퍼스 청년인턴(장애, 일반) 채용 공고",학교법인한국폴리텍,경남,경영.회계.사무,청년인턴(체험형),2025.05.14,25.05.22,D+42,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285933
230,인천국제공항공사 2025년 체험형 인턴 채용 공고,인천국제공항공사,인천,"경영.회계.사무,법률.경찰.소방.교도.국방,운전.운송,건설,기계,전기.전자,정보통신,환경.에너지.안전",청년인턴(체험형),2025.05.14,25.05.28,D+36,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285931
231,2025년 제2차 인재채용(NCS기반 능력중심 블라인드 채용) 공고,국토교통과학기술진흥원,경기,"사업관리,연구",비정규직 외 1,2025.05.14,25.05.29,D+35,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285920
232,2025년도 청년인턴(체험형) 채용 안내,신용보증재단중앙회,세종,"경영.회계.사무,금융.보험",청년인턴(체험형),2025.05.14,25.05.30,D+34,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285919
233,2025년도 한국환경산업기술원 체험형 청년인턴 채용 공고,한국환경산업기술원,"서울,인천","경영.회계.사무,보건.의료,정보통신,환경.에너지.안전",청년인턴(체험형),2025.05.14,25.05.28,D+36,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285912
234,2025년 한국통계정보원 제2차 청년인턴(체험형) 제한경쟁 채용 공고,(재)한국통계정보원,대전,경영.회계.사무,청년인턴(체험형),2025.05.14,25.05.27,D+37,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285908
235,[태백병원] 장애전형 청년(체험형)인턴 채용 공고,근로복지공단,강원,보건.의료,청년인턴(체험형),2025.05.14,25.05.21,D+43,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285907
236,[태백병원] 청년(체험형)인턴 채용 공고,근로복지공단,강원,보건.의료,청년인턴(체험형),2025.05.14,25.05.21,D+43,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285906
237,[재활공학연구소] 장애전형 청년(체험형)인턴 채용 공고,근로복지공단,인천,보건.의료,청년인턴(체험형),2025.05.14,25.05.21,D+43,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285904
238,2025년 상반기 기간제근로자 및 체험형청년인턴 채용,제주국제자유도시개발센터,제주,경영.회계.사무,비정규직 외 1,2025.05.14,25.05.29,D+35,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285897
239,"2025년 상반기 장애인 체험형 인턴 채용공고 [김포지사, 시흥지사]",한국전력공사,경기,경영.회계.사무,청년인턴(체험형),2025.05.14,25.05.28,D+36,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285894
240,한국폴리텍대학 석유화학공정기술교육원 청년인턴(일반) 채용 공고,학교법인한국폴리텍,울산,경영.회계.사무,청년인턴(체험형),2025.05.14,25.05.21,D+43,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285874
241,한국원자력환경공단 2025년도 청년인턴 채용,한국원자력환경공단,경북,경영.회계.사무,청년인턴(체험형),2025.05.14,25.05.29,D+35,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285816
242,2025년 한국폴리텍대학 포항캠퍼스 청년인턴(장애) 채용 3차공고,학교법인한국폴리텍,경북,경영.회계.사무,청년인턴(체험형),2025.05.14,25.05.21,D+43,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285781
243,채용형 인턴 채용공고(주택관리공단 제주지사),주택관리공단(주),제주,"건설,기계,전기.전자,환경.에너지.안전",청년인턴(채용형),2025.05.13,25.05.20,D+44,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285869
244,채용형 인턴 채용공고(주택관리공단 대구경북지사),주택관리공단(주),"대구,경북","건설,기계,전기.전자,환경.에너지.안전",청년인턴(채용형),2025.05.13,25.05.23,D+41,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285868
245,한국해양수산연수원 2025년도 제2차 계약직 직원 채용 공고,한국해양수산연수원,"인천,부산","경영.회계.사무,교육.자연.사회과학,경비.청소,연구",비정규직 외 1,2025.05.13,25.05.27,D+37,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285863
246,[창원병원] 장애전형 청년(체험형)인턴 채용 공고,근로복지공단,경남,보건.의료,청년인턴(체험형),2025.05.13,25.05.20,D+44,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285854
247,[창원병원] 청년(체험형)인턴 채용 공고,근로복지공단,경남,보건.의료,청년인턴(체험형),2025.05.13,25.05.20,D+44,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285853
248,2025년 청년인턴(체험형) 공개채용 공고,극지연구소,인천,"문화.예술.디자인.방송,연구",청년인턴(체험형),2025.05.13,25.05.28,D+36,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285822
249,농업정책보험금융원 신규직원 채용 공고,농업정책보험금융원,서울,"경영.회계.사무,금융.보험",비정규직 외 2,2025.05.12,25.05.27,D+37,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285824
250,국토연구원 2025년 제3차 청년인턴 공개채용(제한경쟁),국토연구원,세종,경영.회계.사무,청년인턴(체험형),2025.05.12,25.05.26,D+38,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285823
251,(수정) 코레일로지스(주) 2025년 제2차 직원 채용,코레일로지스(주),"서울,부산,광주,경기,강원,전남,전북","경영.회계.사무,운전.운송,환경.에너지.안전",비정규직 외 2,2025.05.12,25.05.26,D+38,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285857
252,(수정) 체험형 인턴 채용공고(주택관리공단 경기북부지사),주택관리공단(주),경기,"건설,기계,전기.전자,환경.에너지.안전",청년인턴(체험형),2025.05.12,25.05.27,D+37,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287260
253,체험형 인턴 채용공고(주택관리공단 경기북부지사),주택관리공단(주),경기,"건설,기계,전기.전자,환경.에너지.안전",청년인턴(체험형),2025.05.12,25.05.27,D+37,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285812
254,체험형 인턴 채용공고(주택관리공단 제주지사),주택관리공단(주),제주,"건설,기계,전기.전자,환경.에너지.안전",청년인턴(체험형),2025.05.12,25.05.27,D+37,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285805
255,체험형 인턴 채용공고(주택관리공단 경남지사),주택관리공단(주),경남,"건설,기계,전기.전자,환경.에너지.안전",청년인턴(체험형),2025.05.12,25.05.27,D+37,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285804
256,체험형 인턴 채용공고(주택관리공단 대구경북지사),주택관리공단(주),경북,"건설,기계,전기.전자,환경.에너지.안전",청년인턴(체험형),2025.05.12,25.05.27,D+37,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285802
257,체험형 인턴 채용공고(주택관리공단 대구경북지사),주택관리공단(주),경북,"건설,기계,전기.전자,환경.에너지.안전",청년인턴(체험형),2025.05.12,25.05.27,D+37,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285800
258,체험형 인턴 채용공고(주택관리공단 광주전남지사),주택관리공단(주),전남,"건설,기계",청년인턴(체험형),2025.05.12,25.05.27,D+37,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285799
259,체험형 인턴 채용공고(주택관리공단 전북지사),주택관리공단(주),전북,"건설,기계,전기.전자,환경.에너지.안전",청년인턴(체험형),2025.05.12,25.05.27,D+37,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285798
260,체험형 인턴 채용공고(주택관리공단 충북지사),주택관리공단(주),충북,"건설,기계,전기.전자,환경.에너지.안전",청년인턴(체험형),2025.05.12,25.05.27,D+37,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285797
261,체험형 인턴 채용공고(주택관리공단 강원지사),주택관리공단(주),강원,경영.회계.사무,청년인턴(체험형),2025.05.12,25.05.27,D+37,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285796
262,체험형 인턴 채용공고(주택관리공단 강원지사),주택관리공단(주),강원,경영.회계.사무,청년인턴(체험형),2025.05.12,25.05.27,D+37,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285795
263,(수정) 체험형 인턴 채용공고(주택관리공단 강원지사),주택관리공단(주),강원,경영.회계.사무,청년인턴(체험형),2025.05.12,25.05.27,D+37,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=287054
264,체험형 인턴 채용공고(주택관리공단 강원지사),주택관리공단(주),강원,경영.회계.사무,청년인턴(채용형),2025.05.12,25.05.27,D+37,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285793
265,체험형 인턴 채용공고(주택관리공단 인천지사),주택관리공단(주),"인천,경기","건설,기계,전기.전자,환경.에너지.안전",청년인턴(체험형),2025.05.12,25.05.27,D+37,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285791
266,체험형 인턴 채용공고(주택관리공단 부산울산지사),주택관리공단(주),"부산,울산",경영.회계.사무,청년인턴(체험형),2025.05.12,25.05.27,D+37,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285790
267,체험형 인턴 채용공고(주택관리공단 부산울산지사),주택관리공단(주),"부산,울산","건설,기계,전기.전자,환경.에너지.안전",청년인턴(체험형),2025.05.12,25.05.27,D+37,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285789
268,체험형 인턴 채용공고(주택관리공단 서울지사),주택관리공단(주),서울,"건설,기계,전기.전자,환경.에너지.안전",청년인턴(체험형),2025.05.12,25.05.27,D+37,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285787
269,"(수정) 체험형 인턴 채용공고(주택관리공단 본사, 장애인)",주택관리공단(주),경남,경영.회계.사무,청년인턴(체험형),2025.05.12,25.05.27,D+37,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285940
270,[한국장애인고용공단 대구직업능력개발원] 물리치료사 대체인력(체험형 청년인턴) 직원 채용공고,한국장애인고용공단,대구,보건.의료,청년인턴(체험형),2025.05.12,25.05.19,D+45,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285778
271,(수정) 2025년 신규직원 및 기간제근로자(육아휴직 대체 및 결원 인력) 채용계획 재공고,국제식물검역인증원,"인천,부산,울산,경기,경북,전남,전북","경영.회계.사무,환경.에너지.안전,농림어업",비정규직 외 1,2025.05.12,25.06.11,D+22,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=286684
272,2025년 2차 장애인 체험형인턴 채용공고[대전세종충남본부],한국전력공사,"대전,충남,세종",경영.회계.사무,청년인턴(체험형),2025.05.12,25.05.26,D+38,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285765
273,2025년도 제1차 한국보건의료인국가시험원 행정인턴(체험형인턴) 채용 공고,한국보건의료인국가시험원,서울,"사업관리,경영.회계.사무",청년인턴(체험형),2025.05.12,25.05.26,D+38,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285709
274,한국폴리텍대학 인재원 청년인턴(일반) 채용 재공고,학교법인한국폴리텍,전북,경영.회계.사무,청년인턴(체험형),2025.05.10,25.05.15,D+49,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285739
275,2025년 한국철도공사 장애인 체험형 인턴사원 채용 공고,한국철도공사,"서울,인천,대전,대구,부산,광주,울산,경기,강원,충남,충북,경북,경남,전남,전북,세종","경영.회계.사무,운전.운송",청년인턴(체험형),2025.05.09,25.05.23,D+41,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285730
276,[한국환경연구원]2025년도 제6차 인턴직(장애인 제한경쟁) 채용공고,한국환경연구원,세종,경영.회계.사무,청년인턴(체험형),2025.05.09,25.05.26,D+38,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285727
277,한국동서발전(주) 2025년도 체험형 인턴 선발,한국동서발전(주),"대전,울산,경기,강원,충남,충북,전남","경영.회계.사무,보건.의료,건설,기계,화학,전기.전자,정보통신,환경.에너지.안전",청년인턴(체험형),2025.05.09,25.05.23,D+41,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285726
278,[경기요양병원] 청년(체험형)인턴 채용 공고,근로복지공단,경기,보건.의료,청년인턴(체험형),2025.05.09,25.05.16,D+48,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285725
279,[경기요양병원] 장애전형 청년(체험형)인턴 채용 공고,근로복지공단,경기,보건.의료,청년인턴(체험형),2025.05.09,25.05.16,D+48,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285724
280,[순천병원] 청년(체험형)인턴 채용 공고,근로복지공단,"광주,전남",보건.의료,청년인턴(체험형),2025.05.09,25.05.16,D+48,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285722
281,[태백요양병원] 청년(체험형)인턴 채용 공고,근로복지공단,강원,보건.의료,청년인턴(체험형),2025.05.09,25.05.19,D+45,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285721
282,[태백요양병원] 장애전형 청년(체험형)인턴 채용 공고,근로복지공단,강원,보건.의료,청년인턴(체험형),2025.05.09,25.05.19,D+45,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285719
283,2025년 제2차 장애인 체험형 인턴 채용공고 [경기북부본부],한국전력공사,경기,경영.회계.사무,청년인턴(체험형),2025.05.09,25.05.23,D+41,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285701
284,"한국공예디자인문화진흥원 직원(계약직-장애인제한경쟁, 보훈제한경쟁, 체험형청년인턴, 육휴대체, 일반) 채용공고(2025-003)",한국공예디자인문화진흥원,서울,문화.예술.디자인.방송,비정규직 외 1,2025.05.09,25.05.26,D+38,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285692
285,"2025년 한국폴리텍대학 전북캠퍼스 청년인턴(장애, 일반) 채용 공고(3차)",학교법인한국폴리텍,전북,경영.회계.사무,청년인턴(채용형),2025.05.08,25.05.15,D+49,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285679
286,2025년도 서울대학교병원 블라인드 장애인 체험형 인턴 채용 공고,서울대학교병원,서울,보건.의료,청년인턴(체험형),2025.05.08,25.05.21,D+43,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285673
287,2025년 1차 전북본부 장애인 체험형 청년인턴 모집공고,한국전력공사,전북,경영.회계.사무,청년인턴(체험형),2025.05.08,25.05.23,D+41,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285652
288,2025년 제4차 체험형인턴 및 제6차 계약직직원 채용 공고,한국식품안전관리인증원,"대전,충북","경영.회계.사무,교육.자연.사회과학,보건.의료",비정규직 외 1,2025.05.08,25.05.16,D+48,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285650
289,2025년 한국토지주택공사 신입사원(5·6급) 공채,한국토지주택공사,"서울,인천,대전,대구,부산,광주,울산,경기,강원,충남,충북,경북,경남,전남,전북,제주,세종","사업관리,경영.회계.사무,법률.경찰.소방.교도.국방,사회복지.종교,영업판매,건설,기계,화학,전기.전자,정보통신,환경.에너지.안전",청년인턴(채용형),2025.05.08,25.06.19,D+14,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285634
290,대구경북첨단의료산업진흥재단 2025년 3차 정원외 계약직원 채용 공고,대구경북첨단의료산업진흥재단,대구,"사업관리,경영.회계.사무,법률.경찰.소방.교도.국방,화학,연구",비정규직 외 1,2025.05.08,25.05.22,D+42,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285630
291,한국폴리텍대학 창원캠퍼스 체험형 청년인턴(장애인 제한경쟁) 3차 채용 공고,학교법인한국폴리텍,경남,경영.회계.사무,비정규직 외 1,2025.05.08,25.05.16,D+48,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285606
292,2025년 제2차 한국발명진흥회 공무직 채용(보훈제한경쟁),한국발명진흥회,전북,"사업관리,경영.회계.사무",무기계약직 외 1,2025.05.07,25.05.20,D+44,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285625
293,2025년 제2차 한국발명진흥회 체험형 인턴 채용(장애인 제한경쟁 및 일반),한국발명진흥회,서울,"사업관리,경영.회계.사무",청년인턴(체험형),2025.05.07,25.05.20,D+44,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285624
294,채용형 인턴 채용공고(주택관리공단 경기남부지사),주택관리공단(주),경기,"건설,기계,전기.전자,환경.에너지.안전",청년인턴(채용형),2025.05.07,25.05.14,D+50,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285623
295,한국폴리텍대학 남인천캠퍼스 무기계약직원(학과조교직_전기) 및 청년인턴(장애) 제한경쟁 채용 재공고,학교법인한국폴리텍,인천,"경영.회계.사무,전기.전자",무기계약직 외 1,2025.05.07,25.05.12,D+52,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285566
296,"한국폴리텍대학 로봇캠퍼스 청년인턴(장애 3차, 일반) 채용 공고",학교법인한국폴리텍,경북,경영.회계.사무,청년인턴(체험형),2025.05.07,25.05.16,D+48,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285319
297,2025년도 체험형 인턴 채용 공고,한국공항공사,"서울,대구,부산,충북,경북,경남,전남,제주","경영.회계.사무,건설,기계,정보통신,환경.에너지.안전",청년인턴(체험형),2025.05.02,25.05.16,D+48,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285587
298,2025년 공무원연금공단 사무·기술직 신입직원[채용형 인턴] 채용 공고,공무원연금공단,"서울,대구,부산,광주,제주,세종","사업관리,경영.회계.사무,법률.경찰.소방.교도.국방,사회복지.종교,건설,전기.전자",청년인턴(채용형),2025.05.02,25.05.16,D+48,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285585
299,채용형 인턴 채용공고(주택관리공단 강원지사),주택관리공단(주),강원,경영.회계.사무,청년인턴(채용형),2025.05.02,25.05.09,D+55,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285581
300,채용형 인턴 채용공고(주택관리공단 광주전남지사),주택관리공단(주),전남,경영.회계.사무,청년인턴(채용형),2025.05.02,25.05.12,D+52,마감,https://job.alio.go.kr/recruit.do?pageNo=1&idx=285580
